locus_tag	ftype	length_bp	gene	EC_number	COG	product
AOKDPPHH_03551	CDS	1386	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AOKDPPHH_03552	CDS	387				hypothetical protein
AOKDPPHH_03553	CDS	708				hypothetical protein
AOKDPPHH_03554	CDS	636				hypothetical protein
AOKDPPHH_03555	CDS	1389				hypothetical protein
AOKDPPHH_03556	CDS	198				hypothetical protein
AOKDPPHH_03557	CDS	927	yedI		COG2354	Inner membrane protein YedI
AOKDPPHH_03558	CDS	1692	ubiB_2	2.7.-.-		protein kinase UbiB
AOKDPPHH_03559	CDS	2106	mdoB	2.7.8.20		Phosphoglycerol transferase I
AOKDPPHH_03560	CDS	2031				hypothetical protein
AOKDPPHH_03561	CDS	405				hypothetical protein
AOKDPPHH_03562	CDS	249				hypothetical protein
AOKDPPHH_03563	CDS	495	blc_3		COG3040	Outer membrane lipoprotein Blc
AOKDPPHH_03564	CDS	957	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
AOKDPPHH_03565	CDS	255				hypothetical protein
AOKDPPHH_03566	CDS	483				hypothetical protein
AOKDPPHH_03567	CDS	435				hypothetical protein
AOKDPPHH_03568	CDS	291				hypothetical protein
AOKDPPHH_03569	CDS	660	phoP_4			Transcriptional regulatory protein PhoP
AOKDPPHH_03570	CDS	1344	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
AOKDPPHH_03571	CDS	243				hypothetical protein
AOKDPPHH_03572	CDS	846	speA_1	4.1.1.19		Biosynthetic arginine decarboxylase
AOKDPPHH_03573	CDS	1095	speA_2	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
AOKDPPHH_03574	CDS	852	speE_2	2.5.1.16	COG0421	Polyamine aminopropyltransferase
AOKDPPHH_03575	CDS	906				hypothetical protein
AOKDPPHH_03576	CDS	702				hypothetical protein
AOKDPPHH_03577	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
AOKDPPHH_03578	CDS	252	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
AOKDPPHH_03579	CDS	516				hypothetical protein
AOKDPPHH_03580	CDS	609				hypothetical protein
AOKDPPHH_03581	CDS	357				hypothetical protein
AOKDPPHH_03582	CDS	1299	oar			Protein oar
AOKDPPHH_03583	CDS	1698				hypothetical protein
AOKDPPHH_03584	CDS	1506	comM		COG0606	Competence protein ComM
AOKDPPHH_03585	CDS	312				hypothetical protein
AOKDPPHH_03586	CDS	528				hypothetical protein
AOKDPPHH_03587	CDS	834	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
AOKDPPHH_03588	CDS	663				hypothetical protein
AOKDPPHH_03589	CDS	1311				hypothetical protein
AOKDPPHH_03590	CDS	441				hypothetical protein
AOKDPPHH_03591	CDS	456				hypothetical protein
AOKDPPHH_03592	CDS	1371	aspA	3.4.21.-		Microbial serine proteinase
AOKDPPHH_03593	CDS	597				hypothetical protein
AOKDPPHH_03594	CDS	825	rob		COG2207	Right origin-binding protein
AOKDPPHH_03595	CDS	1089				hypothetical protein
AOKDPPHH_03596	CDS	684				hypothetical protein
AOKDPPHH_03597	CDS	618				hypothetical protein
AOKDPPHH_03598	CDS	165				hypothetical protein
AOKDPPHH_03599	CDS	1425	atoE		COG2031	Putative short-chain fatty acid transporter
AOKDPPHH_03600	CDS	885	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
AOKDPPHH_03601	CDS	819	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
AOKDPPHH_03602	CDS	210				hypothetical protein
AOKDPPHH_03603	CDS	1620	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
AOKDPPHH_03604	CDS	711				hypothetical protein
AOKDPPHH_03605	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
AOKDPPHH_03606	CDS	975				hypothetical protein
AOKDPPHH_03607	CDS	1119				hypothetical protein
AOKDPPHH_03608	CDS	573				hypothetical protein
AOKDPPHH_03609	CDS	744				hypothetical protein
AOKDPPHH_03610	CDS	912				hypothetical protein
AOKDPPHH_03611	CDS	801		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
AOKDPPHH_03612	CDS	516				hypothetical protein
AOKDPPHH_03613	CDS	1155				hypothetical protein
AOKDPPHH_03614	CDS	123				hypothetical protein
AOKDPPHH_03615	CDS	1542				hypothetical protein
AOKDPPHH_03616	CDS	711				hypothetical protein
AOKDPPHH_03617	tRNA	77				tRNA-Arg(ccg)
AOKDPPHH_03618	CDS	1356	nagA	3.2.1.49		Alpha-N-acetylgalactosaminidase
AOKDPPHH_03619	CDS	1512				hypothetical protein
AOKDPPHH_03620	CDS	1515	btuB_33			Vitamin B12 transporter BtuB
AOKDPPHH_03621	CDS	3096				hypothetical protein
AOKDPPHH_03622	CDS	228				hypothetical protein
AOKDPPHH_03623	CDS	1167	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
AOKDPPHH_03624	CDS	939	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
AOKDPPHH_03625	CDS	1335	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
AOKDPPHH_03626	CDS	777	srlR		COG1349	Glucitol operon repressor
AOKDPPHH_03627	CDS	1116	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
AOKDPPHH_03628	CDS	1788				hypothetical protein
AOKDPPHH_03629	CDS	1332				hypothetical protein
AOKDPPHH_03630	CDS	552				hypothetical protein
AOKDPPHH_03631	CDS	318				hypothetical protein
AOKDPPHH_03632	CDS	1341	clcB_3			Voltage-gated ClC-type chloride channel ClcB
AOKDPPHH_03633	CDS	969	bioB	2.8.1.6	COG0502	Biotin synthase
AOKDPPHH_03634	CDS	1224	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
AOKDPPHH_03635	CDS	756	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
AOKDPPHH_03636	CDS	780	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AOKDPPHH_03637	CDS	885	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
AOKDPPHH_03638	CDS	330				hypothetical protein
AOKDPPHH_03639	CDS	354				hypothetical protein
AOKDPPHH_03640	CDS	963	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
AOKDPPHH_03641	CDS	525				hypothetical protein
AOKDPPHH_03642	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AOKDPPHH_03643	CDS	531	yrdA		COG0663	Protein YrdA
AOKDPPHH_03644	CDS	690				hypothetical protein
AOKDPPHH_03645	CDS	993				hypothetical protein
AOKDPPHH_03646	CDS	1590				hypothetical protein
AOKDPPHH_03647	CDS	1185				hypothetical protein
AOKDPPHH_03648	CDS	987				hypothetical protein
AOKDPPHH_03649	CDS	489				hypothetical protein
AOKDPPHH_03650	CDS	819				hypothetical protein
AOKDPPHH_03651	CDS	1179	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
AOKDPPHH_03652	CDS	177				hypothetical protein
AOKDPPHH_03653	CDS	432				hypothetical protein
AOKDPPHH_03654	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
AOKDPPHH_03655	CDS	2103	dinG_2	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
AOKDPPHH_03656	CDS	357				hypothetical protein
AOKDPPHH_03657	CDS	846	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
AOKDPPHH_03658	CDS	864				hypothetical protein
AOKDPPHH_03659	CDS	270				hypothetical protein
AOKDPPHH_03660	CDS	1926				hypothetical protein
AOKDPPHH_03661	CDS	249				hypothetical protein
AOKDPPHH_03662	CDS	459				hypothetical protein
AOKDPPHH_03663	CDS	1605				hypothetical protein
AOKDPPHH_03664	CDS	441				hypothetical protein
AOKDPPHH_03665	CDS	2229	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
AOKDPPHH_03666	CDS	690	yfcG_3	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
AOKDPPHH_03667	CDS	606				hypothetical protein
AOKDPPHH_03668	CDS	861				hypothetical protein
AOKDPPHH_03669	CDS	174				hypothetical protein
AOKDPPHH_03670	CDS	255				hypothetical protein
AOKDPPHH_03671	CDS	786	nimR_2			HTH-type transcriptional regulator NimR
AOKDPPHH_03672	CDS	1185	natB	7.2.2.4	COG1668	ABC transporter permease protein NatB
AOKDPPHH_03673	CDS	747	natA_2	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
AOKDPPHH_03674	CDS	1524				hypothetical protein
AOKDPPHH_03675	CDS	375				hypothetical protein
AOKDPPHH_03676	CDS	618				hypothetical protein
AOKDPPHH_03677	CDS	444	cpbD			Chitin-binding protein CbpD
AOKDPPHH_03678	CDS	711	mphP	1.14.13.7	COG0543	Phenol hydroxylase P5 protein
AOKDPPHH_03679	CDS	948	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
AOKDPPHH_03680	CDS	792	yadH		COG0842	Inner membrane transport permease YadH
AOKDPPHH_03681	CDS	939	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AOKDPPHH_03682	CDS	558				hypothetical protein
AOKDPPHH_03683	CDS	381				hypothetical protein
AOKDPPHH_03684	CDS	813	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
AOKDPPHH_03685	CDS	1629	hrpB_1	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
AOKDPPHH_03686	CDS	552	hrpB_2	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
AOKDPPHH_03687	CDS	192	hrpB_3	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
AOKDPPHH_03688	CDS	390				hypothetical protein
AOKDPPHH_03689	CDS	540	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
AOKDPPHH_03690	CDS	309				hypothetical protein
AOKDPPHH_03691	CDS	858				hypothetical protein
AOKDPPHH_03692	CDS	957	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
AOKDPPHH_03693	tRNA	75				tRNA-Gln(ctg)
AOKDPPHH_03694	CDS	1125				hypothetical protein
AOKDPPHH_03695	CDS	1239	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
AOKDPPHH_03696	CDS	903				hypothetical protein
AOKDPPHH_03697	CDS	456				hypothetical protein
AOKDPPHH_03698	CDS	2121				hypothetical protein
AOKDPPHH_03699	CDS	978	dmlR_9			HTH-type transcriptional regulator DmlR
AOKDPPHH_03700	CDS	1215	ydhP_2		COG2814	Inner membrane transport protein YdhP
AOKDPPHH_03701	CDS	810	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
AOKDPPHH_03702	CDS	702	bpoC	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
AOKDPPHH_03703	CDS	2763	pat_2	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
AOKDPPHH_03704	CDS	1371			COG2239	Magnesium transporter MgtE
AOKDPPHH_03705	CDS	1788	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
AOKDPPHH_03706	CDS	555				hypothetical protein
AOKDPPHH_03707	CDS	276				hypothetical protein
AOKDPPHH_03708	CDS	2538				hypothetical protein
AOKDPPHH_03709	CDS	261	ycgL		COG3100	Protein YcgL
AOKDPPHH_03710	CDS	441				hypothetical protein
AOKDPPHH_03711	CDS	1239	fabB_2	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
AOKDPPHH_03712	CDS	732	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AOKDPPHH_03713	CDS	456				hypothetical protein
AOKDPPHH_03714	CDS	1185				hypothetical protein
AOKDPPHH_03715	CDS	558				hypothetical protein
AOKDPPHH_03716	CDS	1251	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
AOKDPPHH_03717	CDS	2355				hypothetical protein
AOKDPPHH_03718	CDS	630	lolA_2			Outer-membrane lipoprotein carrier protein
AOKDPPHH_03719	CDS	417				hypothetical protein
AOKDPPHH_03720	CDS	1551	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
AOKDPPHH_03721	CDS	879				hypothetical protein
AOKDPPHH_03722	CDS	771	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
AOKDPPHH_03723	CDS	615				hypothetical protein
AOKDPPHH_03724	CDS	1095				hypothetical protein
AOKDPPHH_03725	CDS	615				hypothetical protein
AOKDPPHH_03726	CDS	258	acpP_2		COG0236	Acyl carrier protein
AOKDPPHH_03727	CDS	1041				hypothetical protein
AOKDPPHH_03728	CDS	744				hypothetical protein
AOKDPPHH_03729	CDS	1014	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
AOKDPPHH_03730	CDS	1398				hypothetical protein
AOKDPPHH_03731	CDS	216				hypothetical protein
AOKDPPHH_03732	CDS	642				hypothetical protein
AOKDPPHH_03733	CDS	330				hypothetical protein
AOKDPPHH_03734	CDS	2490	tolB_4			Tol-Pal system protein TolB
AOKDPPHH_03735	CDS	420				hypothetical protein
AOKDPPHH_03736	CDS	561				hypothetical protein
AOKDPPHH_03737	CDS	894	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
AOKDPPHH_03738	CDS	483				hypothetical protein
AOKDPPHH_03739	CDS	2775	polA_2	2.7.7.7	COG0258	DNA polymerase I
AOKDPPHH_03740	CDS	174				hypothetical protein
AOKDPPHH_03741	CDS	447				hypothetical protein
AOKDPPHH_03742	CDS	147				hypothetical protein
AOKDPPHH_03743	CDS	555				hypothetical protein
AOKDPPHH_03744	CDS	186	uvrD_1	3.6.4.12	COG0210	DNA helicase II
AOKDPPHH_03745	CDS	1929	uvrD_2	3.6.4.12	COG0210	DNA helicase II
AOKDPPHH_03746	CDS	690				hypothetical protein
AOKDPPHH_03747	CDS	639				hypothetical protein
AOKDPPHH_03748	CDS	1449	clsA_1	2.7.8.-	COG1502	Cardiolipin synthase A
AOKDPPHH_03749	CDS	249				hypothetical protein
AOKDPPHH_03750	CDS	165	rpmG		COG0267	50S ribosomal protein L33
AOKDPPHH_03751	CDS	237	rpmB		COG0227	50S ribosomal protein L28
AOKDPPHH_03752	CDS	894	pgrR_13			HTH-type transcriptional regulator PgrR
AOKDPPHH_03753	CDS	390	yjgH_1		COG0251	RutC family protein YjgH
AOKDPPHH_03754	CDS	339				hypothetical protein
AOKDPPHH_03755	CDS	1254	cnrC			Nickel and cobalt resistance protein CnrC
AOKDPPHH_03756	CDS	1206	czcB			Cobalt-zinc-cadmium resistance protein CzcB
AOKDPPHH_03757	CDS	3228	cnrA_2			Nickel and cobalt resistance protein CnrA
AOKDPPHH_03758	CDS	255				hypothetical protein
AOKDPPHH_03759	CDS	1773				hypothetical protein
AOKDPPHH_03760	CDS	345				hypothetical protein
AOKDPPHH_03761	CDS	723	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
AOKDPPHH_03762	CDS	966		5.1.3.2	COG1088	UDP-glucose 4-epimerase
AOKDPPHH_03763	CDS	924	parB		COG1475	putative chromosome-partitioning protein ParB
AOKDPPHH_03764	CDS	798	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AOKDPPHH_03765	CDS	474	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
AOKDPPHH_03766	CDS	123				hypothetical protein
AOKDPPHH_03767	CDS	600				hypothetical protein
AOKDPPHH_03768	CDS	252				hypothetical protein
AOKDPPHH_03769	CDS	768	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
AOKDPPHH_03770	CDS	1410	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
AOKDPPHH_03771	CDS	1665	nanT			Sialic acid transporter NanT
AOKDPPHH_03772	CDS	1422				hypothetical protein
AOKDPPHH_03773	CDS	1944	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AOKDPPHH_03774	CDS	666	degU_3		COG2197	Transcriptional regulatory protein DegU
AOKDPPHH_03775	CDS	456	rayT		COG1943	REP-associated tyrosine transposase
AOKDPPHH_03776	CDS	576	mntP		COG1971	putative manganese efflux pump MntP
AOKDPPHH_03777	CDS	2454	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
AOKDPPHH_03778	CDS	1059				hypothetical protein
AOKDPPHH_03779	CDS	2148	dapb2_2	3.4.14.-		Dipeptidyl aminopeptidase BII
AOKDPPHH_03780	CDS	2715	tamB		COG2911	Translocation and assembly module subunit TamB
AOKDPPHH_03781	CDS	1137				hypothetical protein
AOKDPPHH_03782	CDS	285	tamA		COG0729	Translocation and assembly module subunit TamA
AOKDPPHH_03783	CDS	1614	tama		COG0729	Translocation and assembly module subunit TamA
AOKDPPHH_03784	CDS	2076	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
AOKDPPHH_03785	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
AOKDPPHH_03786	CDS	1836				hypothetical protein
AOKDPPHH_03787	CDS	1911				hypothetical protein
AOKDPPHH_03788	CDS	750	tatC		COG0805	Sec-independent protein translocase protein TatC
AOKDPPHH_03789	CDS	486	tatB			Sec-independent protein translocase protein TatB
AOKDPPHH_03790	CDS	267	tatA		COG1826	Sec-independent protein translocase protein TatA
AOKDPPHH_03791	CDS	894				hypothetical protein
AOKDPPHH_03792	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
AOKDPPHH_03793	CDS	855	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AOKDPPHH_03794	rRNA	105				5S ribosomal RNA
AOKDPPHH_03795	rRNA	2877				23S ribosomal RNA
AOKDPPHH_03796	tRNA	77				tRNA-Ile(gat)
AOKDPPHH_03797	tRNA	76				tRNA-Ala(tgc)
AOKDPPHH_03798	rRNA	1541				16S ribosomal RNA
AOKDPPHH_03799	rRNA	105				5S ribosomal RNA
AOKDPPHH_03800	rRNA	2876				23S ribosomal RNA
AOKDPPHH_03801	tRNA	77				tRNA-Ile(gat)
AOKDPPHH_03802	tRNA	76				tRNA-Ala(tgc)
AOKDPPHH_03803	rRNA	1541				16S ribosomal RNA
AOKDPPHH_03804	CDS	1191	ydcO		COG3135	Inner membrane protein YdcO
AOKDPPHH_03805	CDS	246				hypothetical protein
AOKDPPHH_03806	CDS	258				hypothetical protein
AOKDPPHH_03807	CDS	627	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
AOKDPPHH_03808	CDS	1581				hypothetical protein
AOKDPPHH_03809	CDS	975	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
AOKDPPHH_03810	CDS	1272	egtB	1.14.99.50		Hercynine oxygenase
AOKDPPHH_03811	CDS	462				hypothetical protein
AOKDPPHH_03812	CDS	639	yfcA		COG0730	putative membrane transporter protein YfcA
AOKDPPHH_03813	CDS	3381	smc_3			Chromosome partition protein Smc
AOKDPPHH_03814	CDS	702				hypothetical protein
AOKDPPHH_03815	CDS	1470				putative protein/MSMEI_1241
AOKDPPHH_03816	CDS	420	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
AOKDPPHH_03817	CDS	345				hypothetical protein
AOKDPPHH_03818	CDS	537	slyA_2			Transcriptional regulator SlyA
AOKDPPHH_03819	CDS	210	aaeX			Protein AaeX
AOKDPPHH_03820	CDS	918	aaeA_3		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
AOKDPPHH_03821	CDS	1452	cusC		COG1538	Cation efflux system protein CusC
AOKDPPHH_03822	CDS	1737	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
AOKDPPHH_03823	CDS	330				hypothetical protein
AOKDPPHH_03824	CDS	399				hypothetical protein
AOKDPPHH_03825	CDS	1881	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
AOKDPPHH_03826	CDS	2577	recB_1	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
AOKDPPHH_03827	CDS	1083	recB_2	3.1.11.5		RecBCD enzyme subunit RecB
AOKDPPHH_03828	CDS	3351	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
AOKDPPHH_03829	CDS	843	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
AOKDPPHH_03830	CDS	750	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
AOKDPPHH_03831	CDS	525				hypothetical protein
AOKDPPHH_03832	CDS	663	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
AOKDPPHH_03833	CDS	312				hypothetical protein
AOKDPPHH_03834	CDS	1005				hypothetical protein
AOKDPPHH_03835	CDS	546	btuE_2	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
AOKDPPHH_03836	CDS	390				hypothetical protein
AOKDPPHH_03837	CDS	1563				hypothetical protein
AOKDPPHH_03838	CDS	717				hypothetical protein
AOKDPPHH_03839	CDS	888				Zinc-type alcohol dehydrogenase-like protein
AOKDPPHH_03840	CDS	129				hypothetical protein
AOKDPPHH_03841	CDS	1080	dmlR_10			HTH-type transcriptional regulator DmlR
AOKDPPHH_03842	CDS	585	leuE		COG1280	Leucine efflux protein
AOKDPPHH_03843	CDS	1428	yhdG_4		COG0531	putative amino acid permease YhdG
AOKDPPHH_03844	CDS	1011				hypothetical protein
AOKDPPHH_03845	CDS	1173	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
AOKDPPHH_03846	CDS	963	alx		COG0861	Putative membrane-bound redox modulator Alx
AOKDPPHH_03847	CDS	858				hypothetical protein
AOKDPPHH_03848	CDS	1164	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
AOKDPPHH_03849	CDS	1350	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
AOKDPPHH_03850	CDS	1716	yidC			Membrane protein insertase YidC
AOKDPPHH_03851	CDS	495	rnpA	3.1.26.5		Ribonuclease P protein component
AOKDPPHH_03852	CDS	141	rpmH			50S ribosomal protein L34
AOKDPPHH_03853	CDS	1332	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AOKDPPHH_03854	CDS	1101	dnaN		COG0592	Beta sliding clamp
AOKDPPHH_03855	CDS	1095	recF_2		COG1195	DNA replication and repair protein RecF
AOKDPPHH_03856	CDS	2460	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
AOKDPPHH_03857	CDS	678				hypothetical protein
AOKDPPHH_03858	CDS	807	loiP_2	3.4.24.-	COG0501	Metalloprotease LoiP
AOKDPPHH_03859	CDS	1194				hypothetical protein
AOKDPPHH_03860	CDS	669				hypothetical protein
AOKDPPHH_03861	CDS	762	tolQ_4			Tol-Pal system protein TolQ
AOKDPPHH_03862	CDS	426	exbD_5		COG0848	Biopolymer transport protein ExbD
AOKDPPHH_03863	CDS	414	exbD_6		COG0848	Biopolymer transport protein ExbD
AOKDPPHH_03864	CDS	1116	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
AOKDPPHH_03865	CDS	372	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
AOKDPPHH_03866	CDS	270				hypothetical protein
AOKDPPHH_03867	CDS	744	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
AOKDPPHH_03868	CDS	192				hypothetical protein
AOKDPPHH_03869	CDS	633				hypothetical protein
AOKDPPHH_03870	CDS	3249				hypothetical protein
AOKDPPHH_03871	CDS	1728	rhsC_3	3.1.-.-	COG3209	Putative deoxyribonuclease RhsC
AOKDPPHH_03872	CDS	711				hypothetical protein
AOKDPPHH_03873	CDS	1017	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
AOKDPPHH_03874	CDS	159	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
AOKDPPHH_03875	CDS	1143	aspC_2	2.6.1.1	COG1448	Aspartate aminotransferase
AOKDPPHH_03876	CDS	2016	btuB_34			Vitamin B12 transporter BtuB
AOKDPPHH_03877	CDS	417				hypothetical protein
AOKDPPHH_03878	CDS	399				hypothetical protein
AOKDPPHH_03879	CDS	921	ku		COG1273	Non-homologous end joining protein Ku
AOKDPPHH_03880	CDS	2220	ligD		COG1793	Multifunctional non-homologous end joining protein LigD
AOKDPPHH_03881	CDS	2739	btuB_35			Vitamin B12 transporter BtuB
AOKDPPHH_03882	CDS	396				hypothetical protein
AOKDPPHH_03883	CDS	780				hypothetical protein
AOKDPPHH_03884	CDS	906	rdgC		COG2974	Recombination-associated protein RdgC
AOKDPPHH_03885	CDS	921	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
AOKDPPHH_03886	CDS	204				hypothetical protein
AOKDPPHH_03887	CDS	2637	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
AOKDPPHH_03888	CDS	666				hypothetical protein
AOKDPPHH_03889	CDS	255				hypothetical protein
AOKDPPHH_03890	CDS	708		3.4.21.4	COG5640	Trypsin
AOKDPPHH_03891	CDS	1116	pyrF			Orotidine 5'-phosphate decarboxylase
AOKDPPHH_03892	CDS	1434				hypothetical protein
AOKDPPHH_03893	CDS	204				hypothetical protein
AOKDPPHH_03894	CDS	117				hypothetical protein
AOKDPPHH_03895	CDS	2025	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
AOKDPPHH_03896	CDS	759				hypothetical protein
AOKDPPHH_03897	CDS	621	tdk	2.7.1.21	COG1435	Thymidine kinase
AOKDPPHH_03898	CDS	1605	mdoD		COG3131	Glucans biosynthesis protein D
AOKDPPHH_03899	CDS	813	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
AOKDPPHH_03900	CDS	330				hypothetical protein
AOKDPPHH_03901	CDS	1176				hypothetical protein
AOKDPPHH_03902	CDS	786	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
AOKDPPHH_03903	CDS	1206				hypothetical protein
AOKDPPHH_03904	CDS	879				hypothetical protein
AOKDPPHH_03905	CDS	840	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
AOKDPPHH_03906	CDS	2268	btuB_36			Vitamin B12 transporter BtuB
AOKDPPHH_03907	CDS	1023				hypothetical protein
AOKDPPHH_03908	CDS	993				hypothetical protein
AOKDPPHH_03909	CDS	486	lrp_3		COG1522	Leucine-responsive regulatory protein
AOKDPPHH_03910	CDS	894	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
AOKDPPHH_03911	CDS	624				hypothetical protein
AOKDPPHH_03912	CDS	354	yesY	3.1.1.-	COG2755	putative rhamnogalacturonan acetylesterase YesY
AOKDPPHH_03913	CDS	756	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
